net,length_um
_13793_,5.9
_00755_,5.895
_01073_,5.895
_01360_,5.895
_01139_,5.885
_01849_,5.86
_01869_,5.86
_02633_,5.86
_03025_,5.86
_03271_,5.86
_03549_,5.86
_03754_,5.86
_03833_,5.86
_04127_,5.86
_06143_,5.86
_06154_,5.86
_06655_,5.86
_06991_,5.86
_09011_,5.86
_09724_,5.86
_12531_,5.86
_00949_,5.845
_00732_,5.84
_01693_,5.84
_02025_,5.84
_02081_,5.84
_02803_,5.84
_03282_,5.84
_04288_,5.84
_04380_,5.84
_04661_,5.84
_04671_,5.84
_05007_,5.84
_05335_,5.84
_05359_,5.84
_05482_,5.84
_05564_,5.84
_05572_,5.84
_05591_,5.84
_05611_,5.84
_05840_,5.84
_05851_,5.84
_05863_,5.84
_05873_,5.84
_05878_,5.84
_05904_,5.84
_05925_,5.84
_05933_,5.84
_05969_,5.84
_06011_,5.84
_06089_,5.84
_06213_,5.84
_06814_,5.84
_07585_,5.84
_07731_,5.84
_07892_,5.84
_07893_,5.84
_07998_,5.84
_08012_,5.84
_08014_,5.84
_08031_,5.84
_08063_,5.84
_08875_,5.84
_08920_,5.84
_09002_,5.84
_09880_,5.84
_10132_,5.84
_11231_,5.84
_11916_,5.84
_12054_,5.84
_12824_,5.84
_13236_,5.84
_13451_,5.84
alu_add_sub\[10\],5.84
cpuregs\[0\]\[11\],5.84
cpuregs\[0\]\[16\],5.84
cpuregs\[12\]\[29\],5.84
cpuregs\[16\]\[6\],5.84
_01364_,5.825
_02010_,5.82
_02401_,5.82
_04043_,5.82
_07058_,5.82
_07586_,5.82
_08935_,5.82
_10522_,5.82
_10657_,5.82
_13654_,5.82
_14109_,5.82
cpuregs\[5\]\[13\],5.82
_00746_,5.815
_00023_,5.805
_01083_,5.8
_01520_,5.8
_04385_,5.8
_04517_,5.8
_05374_,5.8
_05728_,5.8
_05753_,5.8
_05754_,5.8
_05780_,5.8
_05859_,5.8
_05989_,5.8
_06210_,5.8
_06648_,5.8
_06884_,5.8
_07483_,5.8
_07596_,5.8
_07819_,5.8
_08065_,5.8
_08100_,5.8
_08118_,5.8
_08976_,5.8
_09370_,5.8
_09441_,5.8
_10262_,5.8
_10761_,5.8
_11429_,5.8
_11540_,5.8
_11806_,5.8
_11880_,5.8
_12334_,5.8
_12455_,5.8
_13703_,5.8
_13712_,5.8
cpuregs\[13\]\[1\],5.8
cpuregs\[13\]\[2\],5.8
cpuregs\[1\]\[21\],5.8
reg_out\[13\],5.8
_00137_,5.785
_02965_,5.78
_10843_,5.78
_00158_,5.765
_00452_,5.765
_00530_,5.765
_00745_,5.765
mem_addr[12],5.75
mem_addr[14],5.75
mem_addr[16],5.75
mem_addr[18],5.75
mem_addr[29],5.75
mem_addr[2],5.75
mem_addr[30],5.75
mem_la_addr[12],5.75
mem_la_addr[16],5.75
mem_la_addr[2],5.75
mem_la_addr[3],5.75
mem_la_wdata[0],5.75
mem_la_wdata[14],5.75
mem_la_wdata[17],5.75
mem_la_wdata[19],5.75
mem_la_wdata[23],5.75
mem_la_wdata[24],5.75
mem_la_wdata[28],5.75
mem_la_wdata[31],5.75
mem_la_wdata[4],5.75
mem_la_wdata[5],5.75
mem_wdata[16],5.75
mem_wdata[20],5.75
mem_wdata[21],5.75
mem_wdata[28],5.75
mem_wdata[29],5.75
mem_wdata[5],5.75
mem_wdata[8],5.75
pcpi_rs1[13],5.75
pcpi_rs1[16],5.75
pcpi_rs1[19],5.75
pcpi_rs1[27],5.75
pcpi_rs1[28],5.75
pcpi_rs1[2],5.75
pcpi_rs2[10],5.75
pcpi_rs2[15],5.75
pcpi_rs2[18],5.75
pcpi_rs2[1],5.75
pcpi_rs2[20],5.75
pcpi_rs2[21],5.75
pcpi_rs2[27],5.75
pcpi_rs2[7],5.75
pcpi_rs2[8],5.75
net396,5.75
net383,5.75
net386,5.75
_01807_,5.74
_02241_,5.74
_02286_,5.74
_03146_,5.74
_03999_,5.74
_05514_,5.74
_07232_,5.74
_07630_,5.74
_07814_,5.74
_08077_,5.74
_08083_,5.74
_08169_,5.74
_08898_,5.74
_09730_,5.74
_11788_,5.74
_12411_,5.74
_14220_,5.73
_01502_,5.72
_01647_,5.72
_01931_,5.72
_02179_,5.72
_02468_,5.72
_02707_,5.72
_02972_,5.72
_03151_,5.72
_04038_,5.72
_04338_,5.72
_05200_,5.72
_05390_,5.72
_05477_,5.72
_05479_,5.72
_05502_,5.72
_05607_,5.72
_05689_,5.72
_05757_,5.72
_05768_,5.72
_05813_,5.72
_05835_,5.72
_05872_,5.72
_05999_,5.72
_06142_,5.72
_06477_,5.72
_06529_,5.72
_06808_,5.72
_06892_,5.72
_07878_,5.72
_07899_,5.72
_08051_,5.72
_08053_,5.72
_08091_,5.72
_08269_,5.72
_08422_,5.72
_08480_,5.72
_08867_,5.72
_09909_,5.72
_09927_,5.72
_10215_,5.72
_10290_,5.72
_10572_,5.72
_10864_,5.72
_11205_,5.72
_11432_,5.72
_12317_,5.72
_12577_,5.72
_13301_,5.72
_14403_,5.72
_00508_,5.7
_03446_,5.7
_09333_,5.7
_01873_,5.68
_02101_,5.68
_02302_,5.68
_02537_,5.68
_04188_,5.68
_04563_,5.68
_05312_,5.68
_05339_,5.68
_05385_,5.68
_05441_,5.68
_05448_,5.68
_05517_,5.68
_05624_,5.68
_05653_,5.68
_05658_,5.68
_05823_,5.68
_05899_,5.68
_05975_,5.68
_06172_,5.68
_06480_,5.68
_06593_,5.68
_06856_,5.68
_07011_,5.68
_07274_,5.68
_07292_,5.68
_07522_,5.68
_07989_,5.68
_08000_,5.68
_08248_,5.68
_08299_,5.68
_08844_,5.68
_08855_,5.68
_08962_,5.68
_10155_,5.68
_10653_,5.68
_11705_,5.68
_11803_,5.68
_12197_,5.68
_12553_,5.68
_13459_,5.68
_14150_,5.68
alu_add_sub\[18\],5.68
cpuregs\[14\]\[1\],5.68
cpuregs\[4\]\[6\],5.68
genblk1.pcpi_mul.rd\[42\],5.68
net476,5.68
_01335_,5.645
_04213_,5.64
_06610_,5.64
_07462_,5.63
net398,5.63
_01205_,5.625
_01322_,5.62
_04238_,5.62
_06774_,5.62
_10464_,5.62
_10944_,5.62
_13138_,5.62
_14572_,5.62
alu_out\[3\],5.62
cpuregs\[12\]\[19\],5.62
_00240_,5.605
_00667_,5.605
_01662_,5.6
_01764_,5.6
_02191_,5.6
_02375_,5.6
_03178_,5.6
_03338_,5.6
_03466_,5.6
_04450_,5.6
_04571_,5.6
_05244_,5.6
_06484_,5.6
_07256_,5.6
_08420_,5.6
_11756_,5.6
_12964_,5.6
_13732_,5.6
_14319_,5.6
_00919_,5.585
_01533_,5.58
_01986_,5.58
_04915_,5.58
_04963_,5.58
_05130_,5.58
_09398_,5.58
_10387_,5.58
_10492_,5.58
_02675_,5.56
_02692_,5.56
_06730_,5.56
_14530_,5.56
_00072_,5.545
_00325_,5.545
_06945_,5.54
_07284_,5.53
_02544_,5.52
_04236_,5.52
_06265_,5.52
_06891_,5.52
_07000_,5.52
_09028_,5.52
_14523_,5.52
_12646_,5.515
_01161_,5.505
_01463_,5.505
_07452_,5.505
_01794_,5.5
_02263_,5.5
_03783_,5.5
_05036_,5.5
_06447_,5.5
_12583_,5.5
_14348_,5.5
cpuregs\[11\]\[4\],5.5
net357,5.5
_01829_,5.48
_02206_,5.48
_02580_,5.48
_02894_,5.48
_03620_,5.48
_04210_,5.48
_07073_,5.48
_07681_,5.48
_09993_,5.48
_10415_,5.48
_10921_,5.48
_10922_,5.48
_13443_,5.48
_13469_,5.48
_14306_,5.48
cpuregs\[17\]\[24\],5.48
cpuregs\[5\]\[15\],5.48
pcpi_timeout_counter\[2\],5.48
_00162_,5.475
_00571_,5.475
_01184_,5.475
_07806_,5.475
_08928_,5.46
_10351_,5.46
_13021_,5.46
_14173_,5.46
_11784_,5.44
_14600_,5.435
_01809_,5.41
mem_addr[10],5.41
mem_addr[11],5.41
mem_addr[9],5.41
mem_la_addr[10],5.41
mem_la_addr[29],5.41
mem_la_addr[30],5.41
mem_la_wdata[12],5.41
mem_la_wdata[20],5.41
mem_la_wdata[27],5.41
mem_la_wdata[30],5.41
mem_wdata[10],5.41
mem_wdata[22],5.41
mem_wdata[26],5.41
mem_wdata[3],5.41
mem_wdata[6],5.41
pcpi_insn[24],5.41
pcpi_insn[31],5.41
pcpi_rs1[5],5.41
pcpi_rs1[7],5.41
pcpi_rs2[12],5.41
pcpi_rs2[13],5.41
pcpi_rs2[24],5.41
pcpi_rs2[25],5.41
pcpi_rs2[28],5.41
pcpi_rs2[30],5.41
pcpi_rs2[31],5.41
_02398_,5.4
_02872_,5.4
_03507_,5.4
_03858_,5.4
_04167_,5.4
_04362_,5.4
_04581_,5.4
_04829_,5.4
_06325_,5.4
_07561_,5.4
_07609_,5.4
_07629_,5.4
_08298_,5.4
_09266_,5.4
_09343_,5.4
_09635_,5.4
_09813_,5.4
_10247_,5.4
_10679_,5.4
_11284_,5.4
genblk1.pcpi_mul.rd\[23\],5.4
net452,5.4
_01077_,5.38
_01985_,5.38
_02168_,5.38
_02839_,5.38
_03095_,5.38
_03405_,5.38
_03506_,5.38
_03623_,5.38
_03627_,5.38
_03696_,5.38
_03973_,5.38
_04413_,5.38
_04417_,5.38
_05202_,5.38
_05303_,5.38
_05555_,5.38
_05622_,5.38
_05662_,5.38
_05700_,5.38
_05796_,5.38
_05807_,5.38
_05877_,5.38
_05921_,5.38
_06020_,5.38
_06220_,5.38
_06673_,5.38
_06773_,5.38
_07618_,5.38
_08125_,5.38
_08765_,5.38
_08828_,5.38
_08949_,5.38
_09425_,5.38
_10046_,5.38
_12008_,5.38
_12680_,5.38
_13205_,5.38
_13895_,5.38
_14373_,5.38
_14420_,5.38
_14480_,5.38
cpuregs\[0\]\[3\],5.38
cpuregs\[12\]\[24\],5.38
cpuregs\[5\]\[14\],5.38
_09653_,5.365
_02409_,5.36
_03128_,5.36
_05080_,5.36
_05100_,5.36
_05450_,5.36
_05787_,5.36
_06223_,5.36
_06522_,5.36
_06914_,5.36
_07065_,5.36
_09227_,5.36
_09837_,5.36
_10959_,5.36
_13507_,5.36
cpuregs\[12\]\[31\],5.36
cpuregs\[16\]\[3\],5.36
cpuregs\[17\]\[7\],5.36
cpuregs\[4\]\[1\],5.36
_00925_,5.355
_04334_,5.355
_02962_,5.34
_03703_,5.34
_03726_,5.34
_03918_,5.34
_04149_,5.34
_05367_,5.34
_05379_,5.34
_05395_,5.34
_05467_,5.34
_05486_,5.34
_05489_,5.34
_05559_,5.34
_05569_,5.34
_05676_,5.34
_05691_,5.34
_05777_,5.34
_05837_,5.34
_06116_,5.34
_06314_,5.34
_06618_,5.34
_06908_,5.34
_06924_,5.34
_07724_,5.34
_08021_,5.34
_08040_,5.34
_08340_,5.34
_08876_,5.34
_09029_,5.34
_09325_,5.34
_09597_,5.34
_10207_,5.34
_10242_,5.34
_10369_,5.34
_10558_,5.34
_11902_,5.34
_11953_,5.34
_13925_,5.34
_13977_,5.34
_14118_,5.34
_14203_,5.34
_14375_,5.34
_14461_,5.34
_14544_,5.34
net428,5.34
net441,5.34
_01079_,5.315
_00465_,5.305
_00769_,5.305
_00859_,5.305
_01048_,5.305
_01193_,5.305
_01421_,5.305
_03185_,5.29
_10437_,5.29
net379,5.29
_00634_,5.28
_03558_,5.28
_03955_,5.28
_04218_,5.28
_05327_,5.28
_05719_,5.28
_06310_,5.28
_06420_,5.28
_06596_,5.28
_06747_,5.28
_07495_,5.28
_07600_,5.28
_07663_,5.28
_08745_,5.28
_09154_,5.28
_10185_,5.28
_10560_,5.28
_11442_,5.28
_12582_,5.28
_13906_,5.28
net333,5.28
_02644_,5.275
_00025_,5.265
_01772_,5.26
_01888_,5.26
_02022_,5.26
_02073_,5.26
_02210_,5.26
_02211_,5.26
_02359_,5.26
_02784_,5.26
_02785_,5.26
_02840_,5.26
_03449_,5.26
_03590_,5.26
_03840_,5.26
_03970_,5.26
_04137_,5.26
_04195_,5.26
_04369_,5.26
_04444_,5.26
_05174_,5.26
_05203_,5.26
_05421_,5.26
_05861_,5.26
_06322_,5.26
_06560_,5.26
_06920_,5.26
_07252_,5.26
_07510_,5.26
_07532_,5.26
_07626_,5.26
_08112_,5.26
_09119_,5.26
_10057_,5.26
_10432_,5.26
_10824_,5.26
_11346_,5.26
_11495_,5.26
_11937_,5.26
_12025_,5.26
_13270_,5.26
_13487_,5.26
_13656_,5.26
_13917_,5.26
_13949_,5.26
_14126_,5.26
_14552_,5.26
_01146_,5.255
_06319_,5.25
_00488_,5.245
_00888_,5.245
_01100_,5.245
_00812_,5.24
_02861_,5.24
_03032_,5.24
_03640_,5.24
_04466_,5.24
_04667_,5.24
_05251_,5.24
_11568_,5.24
_01503_,5.22
_02052_,5.22
_02120_,5.22
_02555_,5.22
_03057_,5.22
_03254_,5.22
_03515_,5.22
_03827_,5.22
_04435_,5.22
_05108_,5.22
_05176_,5.22
_05337_,5.22
_05354_,5.22
_05411_,5.22
_05415_,5.22
_05454_,5.22
_05456_,5.22
_05460_,5.22
_05481_,5.22
_05575_,5.22
_05577_,5.22
_05578_,5.22
_05594_,5.22
_05661_,5.22
_05687_,5.22
_05762_,5.22
_05786_,5.22
_05819_,5.22
_05860_,5.22
_05931_,5.22
_05997_,5.22
_06185_,5.22
_06222_,5.22
_06581_,5.22
_06646_,5.22
_06996_,5.22
_07349_,5.22
_07390_,5.22
_07516_,5.22
_07710_,5.22
_07720_,5.22
_07823_,5.22
_08061_,5.22
_08082_,5.22
_09010_,5.22
_09088_,5.22
_09409_,5.22
_09701_,5.22
_10160_,5.22
_10216_,5.22
_10531_,5.22
_10546_,5.22
_10593_,5.22
_10833_,5.22
_12347_,5.22
_12369_,5.22
_13359_,5.22
_13403_,5.22
_13981_,5.22
_14197_,5.22
_14344_,5.22
alu_shl\[31\],5.22
mem_addr[20],5.19
_00018_,5.18
_00242_,5.16
_00981_,5.16
_01127_,5.16
_03600_,5.16
_03928_,5.16
_04401_,5.16
_06897_,5.16
_08829_,5.16
_12267_,5.16
cpuregs\[17\]\[25\],5.16
cpuregs\[2\]\[17\],5.16
net350,5.16
mem_la_addr[28],5.15
_01810_,5.14
_02047_,5.14
_04002_,5.14
_04096_,5.14
_04242_,5.14
_04397_,5.14
_05399_,5.14
_06087_,5.14
_06651_,5.14
_08437_,5.14
_12135_,5.14
_12880_,5.14
_13217_,5.14
_13244_,5.14
cpuregs\[15\]\[18\],5.14
_07138_,5.12
_07326_,5.12
_07603_,5.12
_07622_,5.12
_08462_,5.12
_09621_,5.12
_10555_,5.12
_12622_,5.12
_12993_,5.12
cpuregs\[16\]\[11\],5.12
_05266_,5.1
_13983_,5.1
_00704_,5.095
_01102_,5.095
_00665_,5.085
_00751_,5.085
_00810_,5.085
_00867_,5.085
_00904_,5.085
_00962_,5.085
_01122_,5.085
_01154_,5.085
_01420_,5.085
_14626_,5.085
mem_addr[17],5.07
mem_addr[27],5.07
mem_addr[3],5.07
mem_addr[4],5.07
mem_addr[8],5.07
mem_la_addr[11],5.07
mem_la_addr[15],5.07
mem_la_addr[25],5.07
mem_la_addr[27],5.07
mem_la_addr[31],5.07
mem_la_addr[5],5.07
mem_la_addr[7],5.07
mem_la_addr[8],5.07
mem_la_addr[9],5.07
mem_la_wdata[13],5.07
mem_la_wdata[15],5.07
mem_la_wdata[16],5.07
mem_la_wdata[1],5.07
mem_la_wdata[22],5.07
mem_la_wdata[25],5.07
mem_la_wdata[29],5.07
mem_la_wdata[2],5.07
mem_la_wdata[3],5.07
mem_la_wdata[8],5.07
mem_la_wdata[9],5.07
mem_wdata[14],5.07
mem_wdata[15],5.07
mem_wdata[17],5.07
mem_wdata[23],5.07
mem_wdata[24],5.07
mem_wdata[27],5.07
mem_wdata[2],5.07
mem_wdata[7],5.07
mem_wdata[9],5.07
pcpi_insn[13],5.07
pcpi_insn[29],5.07
pcpi_rs1[0],5.07
pcpi_rs1[10],5.07
pcpi_rs1[12],5.07
pcpi_rs1[14],5.07
pcpi_rs1[15],5.07
pcpi_rs1[17],5.07
pcpi_rs1[1],5.07
pcpi_rs1[20],5.07
pcpi_rs1[22],5.07
pcpi_rs1[23],5.07
pcpi_rs1[24],5.07
pcpi_rs1[29],5.07
pcpi_rs1[30],5.07
pcpi_rs1[3],5.07
pcpi_rs1[8],5.07
pcpi_rs2[14],5.07
pcpi_rs2[19],5.07
pcpi_rs2[22],5.07
pcpi_rs2[26],5.07
pcpi_rs2[29],5.07
pcpi_rs2[4],5.07
pcpi_rs2[6],5.07
net390,5.07
_01135_,5.065
_02099_,5.06
_03063_,5.06
_03187_,5.06
_06303_,5.06
_06376_,5.06
_09517_,5.06
_11179_,5.06
_13063_,5.06
_14090_,5.06
_14149_,5.06
genblk1.pcpi_mul.rd\[41\],5.06
_06799_,5.05
_01497_,5.045
_01349_,5.04
_06756_,5.04
_08210_,5.04
cpuregs\[15\]\[29\],5.04
cpuregs\[18\]\[28\],5.04
cpuregs\[1\]\[6\],5.04
_01581_,5.02
_01585_,5.02
_02717_,5.02
_03080_,5.02
_03253_,5.02
_03505_,5.02
_03700_,5.02
_04205_,5.02
_06415_,5.02
_06573_,5.02
_07779_,5.02
_08409_,5.02
_09673_,5.02
_10081_,5.02
_10878_,5.02
_11421_,5.02
_11671_,5.02
_12442_,5.02
_12786_,5.02
_12839_,5.02
_13547_,5.02
_05099_,5
_07825_,5
_09725_,5
_00196_,4.985
_00851_,4.985
_02032_,4.985
_00763_,4.975
_07412_,4.965
_07433_,4.965
_07444_,4.965
net410,4.95
_02385_,4.94
_03103_,4.94
_05030_,4.94
_06306_,4.94
_06496_,4.94
_06654_,4.94
_06790_,4.94
_07111_,4.94
_07170_,4.94
_10616_,4.94
_10868_,4.94
_10999_,4.94
_14327_,4.94
genblk1.pcpi_mul.rd\[18\],4.94
_01182_,4.925
alu_ltu,4.925
_01660_,4.92
_01707_,4.92
_01802_,4.92
_02507_,4.92
_02799_,4.92
_03055_,4.92
_04820_,4.92
_04870_,4.92
_05097_,4.92
_05292_,4.92
_05368_,4.92
_05370_,4.92
_05565_,4.92
_05736_,4.92
_05793_,4.92
_05809_,4.92
_05822_,4.92
_05889_,4.92
_06623_,4.92
_06657_,4.92
_06841_,4.92
_07192_,4.92
_07264_,4.92
_07285_,4.92
_07656_,4.92
_07725_,4.92
_08114_,4.92
_08316_,4.92
_08908_,4.92
_09829_,4.92
_10176_,4.92
_11487_,4.92
_11500_,4.92
_11576_,4.92
_12360_,4.92
_13179_,4.92
_13880_,4.92
_14254_,4.92
_14528_,4.92
_14536_,4.92
genblk1.pcpi_mul.rd\[9\],4.92
alu_out\[5\],4.905
_02668_,4.9
_03444_,4.9
_03903_,4.9
_04301_,4.9
_04351_,4.9
_06013_,4.9
_06863_,4.9
_06940_,4.9
_06953_,4.9
_07179_,4.9
_07310_,4.9
_07644_,4.9
_09263_,4.9
_10854_,4.9
_11214_,4.9
_11218_,4.9
_12277_,4.9
_12500_,4.9
_12542_,4.9
_13283_,4.9
_13996_,4.9
_14258_,4.9
_14401_,4.9
_00061_,4.885
_00412_,4.885
_01029_,4.885
_01669_,4.88
_02095_,4.88
_02416_,4.88
_02828_,4.88
_03389_,4.88
_03895_,4.88
_04737_,4.88
_05196_,4.88
_05279_,4.88
_05322_,4.88
_05353_,4.88
_05433_,4.88
_05466_,4.88
_05579_,4.88
_05585_,4.88
_05598_,4.88
_05600_,4.88
_05647_,4.88
_05654_,4.88
_05685_,4.88
_05730_,4.88
_05760_,4.88
_05800_,4.88
_05841_,4.88
_05871_,4.88
_05898_,4.88
_05988_,4.88
_06075_,4.88
_06088_,4.88
_06226_,4.88
_06287_,4.88
_06816_,4.88
_07019_,4.88
_07286_,4.88
_07369_,4.88
_07521_,4.88
_07523_,4.88
_07649_,4.88
_07726_,4.88
_07838_,4.88
_07994_,4.88
_08330_,4.88
_09257_,4.88
_09960_,4.88
_10015_,4.88
_10042_,4.88
_10251_,4.88
_12734_,4.88
_13392_,4.88
_13985_,4.88
_14181_,4.88
_14232_,4.88
_14351_,4.88
_14558_,4.88
alu_add_sub\[29\],4.88
_00347_,4.875
mem_addr[22],4.85
mem_la_addr[21],4.85
mem_la_addr[23],4.85
_00200_,4.845
_00236_,4.845
_00265_,4.845
_00459_,4.845
_00747_,4.845
_00765_,4.845
_00807_,4.845
_00814_,4.845
_00842_,4.845
_01041_,4.845
_01044_,4.845
_01140_,4.845
_01203_,4.845
_14599_,4.845
_00010_,4.84
_04171_,4.84
_01862_,4.83
_02365_,4.83
_03070_,4.83
_00714_,4.82
_03235_,4.82
_03677_,4.82
_04945_,4.82
_05029_,4.82
_05187_,4.82
_05277_,4.82
_05672_,4.82
_05771_,4.82
_06561_,4.82
_08004_,4.82
_08030_,4.82
_08887_,4.82
_09407_,4.82
_09558_,4.82
_10496_,4.82
_12665_,4.82
_12763_,4.82
_13003_,4.82
_13150_,4.82
_14012_,4.82
_00660_,4.805
_01467_,4.805
_01499_,4.805
alu_shl\[5\],4.805
_01539_,4.8
_01632_,4.8
_01716_,4.8
_02030_,4.8
_02575_,4.8
_03053_,4.8
_03644_,4.8
_03776_,4.8
_04295_,4.8
_04317_,4.8
_04544_,4.8
_04774_,4.8
_04970_,4.8
_05156_,4.8
_05241_,4.8
_05389_,4.8
_05418_,4.8
_05582_,4.8
_05659_,4.8
_05740_,4.8
_05815_,4.8
_05927_,4.8
_06238_,4.8
_06275_,4.8
_06300_,4.8
_06844_,4.8
_07036_,4.8
_07303_,4.8
_07908_,4.8
_08034_,4.8
_08050_,4.8
_08056_,4.8
_08071_,4.8
_09664_,4.8
_09844_,4.8
_09856_,4.8
_10343_,4.8
_10422_,4.8
_11095_,4.8
_12016_,4.8
_12899_,4.8
_13070_,4.8
_13284_,4.8
_14095_,4.8
_06901_,4.79
_07233_,4.785
_02986_,4.78
_05532_,4.78
_05667_,4.78
_06230_,4.78
_07358_,4.78
_10050_,4.78
_11383_,4.78
_01759_,4.76
_01901_,4.76
_04009_,4.76
_04526_,4.76
_04657_,4.76
_04670_,4.76
_05104_,4.76
_05275_,4.76
_05281_,4.76
_05325_,4.76
_05344_,4.76
_05352_,4.76
_05356_,4.76
_05378_,4.76
_05388_,4.76
_05432_,4.76
_05434_,4.76
_05449_,4.76
_05484_,4.76
_05524_,4.76
_05561_,4.76
_05595_,4.76
_05632_,4.76
_05660_,4.76
_05678_,4.76
_05764_,4.76
_05805_,4.76
_05806_,4.76
_05856_,4.76
_05913_,4.76
_05935_,4.76
_06008_,4.76
_06038_,4.76
_06178_,4.76
_06248_,4.76
_08047_,4.76
_08105_,4.76
_09684_,4.76
_10203_,4.76
_11040_,4.76
_11132_,4.76
_11543_,4.76
_00428_,4.755
_01045_,4.755
_07855_,4.74
mem_addr[13],4.73
mem_addr[15],4.73
mem_la_addr[18],4.73
mem_la_wdata[10],4.73
mem_la_wdata[6],4.73
mem_la_wdata[7],4.73
mem_wdata[13],4.73
mem_wdata[18],4.73
pcpi_rs1[21],4.73
pcpi_rs1[4],4.73
pcpi_rs2[11],4.73
_00405_,4.725
_00813_,4.725
_00817_,4.725
_00108_,4.7
_00313_,4.7
_00424_,4.7
_00724_,4.7
_01236_,4.7
_02020_,4.7
_02903_,4.7
_03652_,4.7
_03761_,4.7
_04407_,4.7
_10425_,4.7
_12709_,4.7
_12745_,4.7
_12762_,4.7
_13472_,4.7
_02156_,4.68
_02253_,4.68
_03190_,4.68
_04053_,4.68
_04064_,4.68
_04186_,4.68
_04520_,4.68
_04833_,4.68
_05403_,4.68
_06458_,4.68
_06506_,4.68
_06780_,4.68
_06984_,4.68
_11274_,4.68
_11279_,4.68
_11361_,4.68
_11493_,4.68
_11672_,4.68
_12040_,4.68
_12129_,4.68
_13153_,4.68
_13672_,4.68
_13682_,4.68
_14245_,4.68
_14295_,4.68
alu_out\[12\],4.675
alu_shl\[13\],4.675
_04736_,4.66
_06894_,4.66
_07235_,4.66
_07484_,4.66
_09444_,4.66
_09958_,4.66
_11952_,4.66
_00173_,4.635
_00180_,4.625
_00350_,4.625
_00834_,4.625
_00929_,4.625
_01078_,4.625
_01172_,4.625
_01201_,4.625
_01231_,4.625
_01239_,4.625
_02414_,4.61
net389,4.61
net402,4.61
net404,4.61
net408,4.61
net411,4.61
net374,4.61
_00987_,4.605
_04356_,4.6
_04558_,4.6
_06239_,4.6
_06382_,4.6
_07149_,4.6
_08850_,4.6
_08913_,4.6
_11907_,4.6
_00181_,4.585
_00375_,4.585
_01159_,4.585
_00107_,4.58
_03262_,4.58
_03371_,4.58
_07048_,4.58
_10940_,4.58
_10943_,4.58
_13174_,4.58
cpuregs\[6\]\[26\],4.58
_01506_,4.56
_02216_,4.56
_02661_,4.56
_02949_,4.56
_03061_,4.56
_03601_,4.56
_03902_,4.56
_04161_,4.56
_04327_,4.56
_04969_,4.56
_09462_,4.56
_11370_,4.56
_12598_,4.56
_13175_,4.56
_14201_,4.56
_03318_,4.54
_05088_,4.54
_09019_,4.54
_10723_,4.54
_14453_,4.54
_00008_,4.525
_01363_,4.525
_07672_,4.52
_11864_,4.52
_03342_,4.51
_07439_,4.505
_01226_,4.5
_00565_,4.485
_02475_,4.48
_03264_,4.48
_03742_,4.48
_03841_,4.48
_06150_,4.48
_06370_,4.48
_06509_,4.48
_06694_,4.48
_06697_,4.48
_07595_,4.48
_07636_,4.48
_08623_,4.48
_08681_,4.48
_09352_,4.48
_09427_,4.48
_10445_,4.48
_11173_,4.48
_14161_,4.48
genblk1.pcpi_mul.rd\[4\],4.48
_01634_,4.46
_01724_,4.46
_01855_,4.46
_01954_,4.46
_02396_,4.46
_02831_,4.46
_03279_,4.46
_03411_,4.46
_03701_,4.46
_04014_,4.46
_04046_,4.46
_04169_,4.46
_04967_,4.46
_04968_,4.46
_05458_,4.46
_05583_,4.46
_05619_,4.46
_05770_,4.46
_05848_,4.46
_05882_,4.46
_05901_,4.46
_06097_,4.46
_06318_,4.46
_06587_,4.46
_06710_,4.46
_06900_,4.46
_06982_,4.46
_06985_,4.46
_07346_,4.46
_07498_,4.46
_07545_,4.46
_08054_,4.46
_09763_,4.46
_10143_,4.46
_10310_,4.46
_10385_,4.46
_10952_,4.46
_11809_,4.46
_13481_,4.46
_14274_,4.46
alu_add_sub\[17\],4.46
alu_add_sub\[31\],4.46
alu_add_sub\[7\],4.46
genblk1.pcpi_mul.rd\[7\],4.46
net423,4.46
net439,4.46
_00957_,4.445
_02826_,4.44
_04304_,4.44
_07653_,4.44
_08380_,4.44
_08914_,4.44
_09059_,4.44
_09408_,4.44
_13561_,4.44
_00009_,4.425
_00489_,4.425
_00766_,4.425
_01282_,4.425
_01319_,4.425
_14604_,4.425
_05024_,4.42
_05288_,4.42
_05333_,4.42
_05361_,4.42
_05366_,4.42
_05377_,4.42
_05387_,4.42
_05392_,4.42
_05498_,4.42
_05773_,4.42
_05795_,4.42
_05832_,4.42
_05854_,4.42
_05892_,4.42
_05893_,4.42
_05949_,4.42
_06960_,4.42
_07372_,4.42
_07597_,4.42
_07906_,4.42
_08007_,4.42
_08075_,4.42
_08078_,4.42
_08310_,4.42
_09054_,4.42
_09533_,4.42
_10564_,4.42
_11860_,4.42
_13169_,4.42
_14208_,4.42
cpuregs\[15\]\[10\],4.42
_01252_,4.405
_02973_,4.39
net375,4.39
mem_addr[25],4.39
mem_addr[7],4.39
mem_la_addr[17],4.39
net378,4.39
mem_la_wdata[18],4.39
mem_la_wdata[21],4.39
mem_la_wdata[26],4.39
mem_la_wstrb[0],4.39
mem_wdata[30],4.39
mem_wdata[4],4.39
pcpi_rs1[25],4.39
pcpi_rs1[31],4.39
pcpi_rs1[6],4.39
pcpi_rs2[0],4.39
pcpi_rs2[16],4.39
pcpi_rs2[17],4.39
