net,length_um
_09374_,38.64
_09930_,38.64
_13607_,38.61
_13449_,38.6
instr_or,38.54
_04448_,38.535
_04700_,38.5
_11616_,38.48
_07118_,38.46
count_instr\[23\],38.45
_00641_,38.425
_05185_,38.42
_13684_,38.4
_11911_,38.36
_09166_,38.34
_03332_,38.305
_06621_,38.3
_09413_,38.3
_02067_,38.28
_04594_,38.26
_13386_,38.24
_06351_,38.22
_06334_,38.2
_04693_,38.16
_13425_,38.16
_04087_,38.14
_12099_,38.14
_12721_,38.1
_13181_,38.08
_12042_,38.06
_13076_,38.06
_04715_,38.045
_02607_,38.04
_03067_,37.98
cpuregs\[7\]\[23\],37.98
_10642_,37.96
_04360_,37.94
_13426_,37.94
_02096_,37.92
count_instr\[25\],37.91
_02952_,37.9
_14192_,37.9
net361,37.9
_04468_,37.88
_10047_,37.86
_11341_,37.82
_02562_,37.79
_06051_,37.78
_12130_,37.78
_04613_,37.76
_03740_,37.74
_04482_,37.74
count_instr\[9\],37.74
_10815_,37.72
_13491_,37.68
clknet_leaf_219_clk,37.68
_01530_,37.6
_04102_,37.56
_08495_,37.56
_11749_,37.53
_04769_,37.505
_12380_,37.5
_01616_,37.48
_12182_,37.48
count_cycle\[40\],37.48
_02991_,37.42
_03499_,37.42
_13381_,37.42
_13410_,37.42
_02561_,37.4
_09951_,37.4
_09990_,37.4
_13495_,37.36
_02817_,37.28
count_cycle\[21\],37.28
_09933_,37.22
_11797_,37.22
_04429_,37.2
_07948_,37.2
_08489_,37.2
_09838_,37.2
_11584_,37.18
_12374_,37.18
count_cycle\[41\],37.18
_08381_,37.16
_08539_,37.14
_10144_,37.14
_04705_,37.12
genblk1.pcpi_mul.rd\[3\],37.12
_03430_,37.1
_12062_,37.06
_12827_,37.04
_09943_,37.02
_03651_,37
_05953_,37
_08648_,37
_13356_,37
genblk1.pcpi_mul.rs1\[9\],37
_10339_,36.98
_01682_,36.96
_03265_,36.94
_12846_,36.92
_08142_,36.9
_04595_,36.88
cpuregs\[14\]\[28\],36.88
_02064_,36.86
_11014_,36.86
_02467_,36.84
_12850_,36.84
_09248_,36.78
_13755_,36.74
cpuregs\[11\]\[26\],36.74
_10817_,36.72
_12162_,36.72
_13699_,36.7
_01783_,36.68
_03722_,36.66
_08931_,36.64
mem_do_wdata,36.64
_04713_,36.6
_03834_,36.54
cpuregs\[0\]\[9\],36.54
_03317_,36.52
_06046_,36.52
_10937_,36.5
_11414_,36.5
_13478_,36.5
_06271_,36.48
_12242_,36.48
count_instr\[19\],36.48
_03014_,36.44
_03071_,36.44
_12178_,36.44
_06769_,36.42
_01763_,36.4
_06938_,36.4
_09707_,36.4
_06771_,36.36
_10774_,36.34
_02157_,36.31
_11613_,36.31
_04470_,36.28
instr_xor,36.28
clknet_leaf_16_clk,36.28
_09795_,36.26
_06912_,36.22
_07332_,36.2
_09797_,36.2
_11729_,36.2
_08676_,36.18
_08922_,36.18
_09200_,36.18
_14101_,36.18
count_cycle\[28\],36.16
_09745_,36.125
_11013_,36.12
_02632_,36.1
_03503_,36.1
_04101_,36.1
_04730_,36.1
_05209_,36.1
_06999_,36.1
_08694_,36.1
_13294_,36.1
count_cycle\[39\],36.1
_12314_,36.06
_13250_,36.06
_08204_,36.04
_02924_,36.02
_06606_,36.02
_14529_,36.02
_10767_,36
_03319_,35.96
_04145_,35.94
genblk1.pcpi_mul.rs1\[19\],35.92
_11879_,35.88
_09025_,35.86
_13246_,35.86
_14136_,35.86
_11418_,35.81
_04103_,35.8
_04957_,35.8
_13167_,35.72
net221,35.72
_03418_,35.7
_12383_,35.68
count_instr\[37\],35.66
_04443_,35.62
_07560_,35.62
_02906_,35.6
_07407_,35.6
_09178_,35.6
_09235_,35.6
_04725_,35.58
_06050_,35.58
_04426_,35.56
_11978_,35.56
_12874_,35.56
count_cycle\[18\],35.56
_02534_,35.54
_10706_,35.54
alu_shl\[18\],35.52
_01527_,35.48
_08225_,35.46
_01976_,35.45
_14157_,35.4
_13648_,35.38
_08367_,35.37
_09301_,35.34
_11390_,35.32
count_cycle\[5\],35.32
_04858_,35.3
_10181_,35.28
clknet_leaf_88_clk,35.26
_09814_,35.24
count_cycle\[11\],35.22
_07793_,35.2
_08895_,35.2
_14239_,35.2
_02361_,35.18
_12176_,35.18
_13453_,35.18
_04998_,35.16
_14048_,35.16
_06753_,35.14
_12219_,35.14
_03019_,35.12
cpuregs\[19\]\[13\],35.12
_03639_,35.1
_10915_,35.1
count_instr\[46\],35.1
cpuregs\[3\]\[8\],35.1
_02941_,35.08
_09697_,35.06
_02474_,35.04
_13884_,35.04
_11977_,35
_03259_,34.98
_04914_,34.96
_13321_,34.96
_12306_,34.94
_02316_,34.92
_03049_,34.92
_03277_,34.92
_08341_,34.92
_12873_,34.92
_13878_,34.92
_12137_,34.9
_14273_,34.9
_09461_,34.89
_12998_,34.88
_04509_,34.86
net340,34.84
_04307_,34.82
_12812_,34.8
_05171_,34.78
_13290_,34.74
_01806_,34.72
_02086_,34.72
_07491_,34.72
_04447_,34.7
_07404_,34.68
_03950_,34.66
_08438_,34.66
_02232_,34.64
_02469_,34.64
_13943_,34.64
_08454_,34.62
_01604_,34.6
_01756_,34.6
_13191_,34.6
_12563_,34.56
irq_pending\[2\],34.56
_10440_,34.54
_11150_,34.54
_04991_,34.52
_11133_,34.52
_12525_,34.5
_04052_,34.48
_12512_,34.45
_06242_,34.44
_09914_,34.42
_10826_,34.42
_12339_,34.42
_11812_,34.41
_09035_,34.4
_13492_,34.4
_12184_,34.38
genblk1.pcpi_mul.rs1\[4\],34.38
mem_rdata_q\[6\],34.37
_08563_,34.36
_01939_,34.34
_08968_,34.34
_13207_,34.34
cpuregs\[19\]\[30\],34.34
count_instr\[54\],34.32
cpuregs\[19\]\[24\],34.3
_11653_,34.28
_03550_,34.26
_07947_,34.26
_09177_,34.26
_12157_,34.26
_12740_,34.26
_13553_,34.26
_04947_,34.24
_07632_,34.24
_10871_,34.24
cpuregs\[6\]\[4\],34.24
_12599_,34.23
_07760_,34.2
_10925_,34.18
_03191_,34.16
_08159_,34.16
_02074_,34.14
_03421_,34.14
_04300_,34.12
_02866_,34.09
_03006_,34.08
_09311_,34.08
_13247_,34.08
cpuregs\[13\]\[12\],34.08
_04854_,34.065
_03843_,34.06
_10263_,34.04
count_instr\[7\],34.02
_12093_,34
_12354_,34
count_instr\[38\],33.97
_11304_,33.96
_12574_,33.96
_06157_,33.94
cpuregs\[19\]\[14\],33.94
_10458_,33.92
_12994_,33.92
_13302_,33.92
_12896_,33.9
_08368_,33.895
_09883_,33.88
_09699_,33.82
_03912_,33.8
_10408_,33.8
_07169_,33.78
_03450_,33.76
_11633_,33.76
_11757_,33.76
_02326_,33.72
_05382_,33.72
_12338_,33.72
_12731_,33.72
_08297_,33.7
_12034_,33.7
cpuregs\[1\]\[24\],33.68
timer\[29\],33.62
_06656_,33.58
_11915_,33.58
_01610_,33.56
_02939_,33.56
_03926_,33.56
_01816_,33.54
_03987_,33.54
_04183_,33.54
_05142_,33.54
_10410_,33.54
_02854_,33.52
_07463_,33.52
_04806_,33.5
_08211_,33.46
_13551_,33.44
is_slti_blt_slt,33.44
reg_pc\[14\],33.44
_03497_,33.42
_08647_,33.4
_03898_,33.38
clknet_leaf_41_clk,33.38
_08535_,33.36
_08674_,33.36
_12788_,33.34
_13775_,33.32
_14127_,33.28
_01912_,33.26
_11411_,33.26
_13597_,33.26
_14399_,33.26
count_cycle\[52\],33.26
_00067_,33.22
_14172_,33.22
count_cycle\[24\],33.2
_11997_,33.19
_08637_,33.185
_03395_,33.18
_07431_,33.18
_09619_,33.18
_10044_,33.18
net236,33.18
_03592_,33.16
_03345_,33.14
_05258_,33.14
_10035_,33.14
_13317_,33.14
_10629_,33.12
_07130_,33.1
_11800_,33.08
_14255_,33.08
_08230_,33.06
_13311_,33.06
_06367_,33.04
_12635_,33.04
_12171_,33
_13389_,33
_07810_,32.98
_10258_,32.98
_13879_,32.98
_08459_,32.96
_03729_,32.95
_13131_,32.9
count_instr\[58\],32.9
_09617_,32.88
_12787_,32.88
_12926_,32.88
_12387_,32.87
_09731_,32.86
_12059_,32.84
_13261_,32.84
_09580_,32.82
_14025_,32.82
cpuregs\[18\]\[22\],32.82
_14584_,32.805
_10791_,32.8
_12644_,32.8
_04532_,32.76
_12301_,32.76
_02780_,32.74
_12535_,32.74
_03988_,32.72
alu_out_q\[23\],32.7
_04538_,32.68
alu_out_q\[30\],32.68
_10225_,32.66
_14202_,32.66
_06932_,32.65
_02075_,32.6
_06353_,32.59
alu_out\[25\],32.585
_04808_,32.58
_11497_,32.58
_12257_,32.58
_09477_,32.56
_07981_,32.52
_14085_,32.52
_03122_,32.5
_04389_,32.5
_06547_,32.5
_12445_,32.48
_04040_,32.44
_01675_,32.42
_02289_,32.42
_04471_,32.42
_13761_,32.42
_13844_,32.42
_07799_,32.4
_07920_,32.4
_07440_,32.39
_07565_,32.38
reg_pc\[20\],32.38
_01603_,32.36
_11453_,32.36
decoded_rs1\[2\],32.36
_11251_,32.34
instr_srli,32.34
_02649_,32.325
irq_pending\[1\],32.32
_01797_,32.295
_03892_,32.28
_11011_,32.28
_13358_,32.27
_11848_,32.26
_02333_,32.24
_03374_,32.22
_04739_,32.22
_13278_,32.22
_03812_,32.2
_12954_,32.19
_04420_,32.18
_06706_,32.18
_08362_,32.18
_03417_,32.16
_09532_,32.16
_06266_,32.15
_07004_,32.13
_06720_,32.12
_09193_,32.12
_09280_,32.12
_13377_,32.12
_14543_,32.12
_06278_,32.08
_11741_,32.08
_06234_,32.06
_10987_,32.06
_11249_,32.06
_02107_,32.04
_05105_,32.02
_13157_,32
count_instr\[43\],31.97
_09430_,31.96
_09721_,31.96
_14079_,31.96
count_instr\[3\],31.96
_11433_,31.92
_12908_,31.92
_14041_,31.92
cpuregs\[17\]\[0\],31.92
_02249_,31.88
_11507_,31.88
_13956_,31.88
_14554_,31.88
_05550_,31.875
_12348_,31.86
_08474_,31.84
_01801_,31.8
_02923_,31.8
_03149_,31.78
_12014_,31.76
_03669_,31.74
_04039_,31.74
_04597_,31.74
_04762_,31.72
_10433_,31.7
_11690_,31.7
reg_pc\[10\],31.7
_04386_,31.66
_04731_,31.65
_02079_,31.64
_03831_,31.64
_05737_,31.6
_12497_,31.6
clknet_leaf_187_clk,31.58
_01082_,31.565
_06385_,31.56
_10941_,31.56
_12118_,31.56
_07818_,31.54
_09819_,31.54
_09948_,31.54
_13221_,31.54
_13462_,31.52
_07548_,31.46
_09036_,31.46
_02522_,31.44
_07828_,31.44
_03508_,31.42
_11451_,31.42
_13401_,31.42
_13784_,31.42
_02303_,31.4
_00066_,31.36
alu_out\[26\],31.345
_14264_,31.34
_01365_,31.325
cpuregs\[10\]\[2\],31.32
_03828_,31.3
_02308_,31.28
_02732_,31.28
_08936_,31.27
_07320_,31.24
_09959_,31.24
_11271_,31.24
_12175_,31.22
_14443_,31.2
net364,31.2
net367,31.16
_11422_,31.12
_14419_,31.095
_08283_,31.08
_10405_,31.08
_13397_,31.08
instr_bgeu,31.08
_03220_,31.04
_12992_,31.04
net224,31.02
_04159_,30.99
_07797_,30.98
_09729_,30.94
_04124_,30.93
_02956_,30.92
_14513_,30.92
_04271_,30.9
_13467_,30.89
_03940_,30.885
_02494_,30.88
_02640_,30.86
_04884_,30.86
_13180_,30.86
_13465_,30.84
_12236_,30.82
_12945_,30.82
_04459_,30.8
_09330_,30.8
_11413_,30.8
_03577_,30.78
_09848_,30.78
_13782_,30.78
_04007_,30.76
_08675_,30.76
_03143_,30.74
_07794_,30.74
_13554_,30.74
genblk1.pcpi_mul.rs2\[20\],30.735
_08435_,30.72
_08878_,30.72
_05468_,30.7
_06524_,30.7
_07955_,30.7
_12798_,30.7
_11471_,30.695
_01168_,30.68
_04547_,30.68
_10239_,30.68
_12682_,30.66
_09906_,30.64
_04780_,30.62
_13549_,30.62
count_instr\[13\],30.62
count_instr\[39\],30.62
_12484_,30.58
_08774_,30.55
_11097_,30.54
_12470_,30.54
_13367_,30.54
_13874_,30.54
_14061_,30.54
_03839_,30.52
_11253_,30.52
_08540_,30.5
_12611_,30.5
count_instr\[42\],30.48
_08284_,30.47
_02865_,30.46
_04529_,30.46
_07951_,30.46
_03937_,30.44
_04823_,30.4
_11912_,30.4
_03900_,30.38
_02925_,30.36
_09423_,30.36
reg_pc\[2\],30.36
_01633_,30.34
decoded_rs1\[0\],30.34
_12803_,30.32
_13997_,30.32
_14260_,30.32
genblk1.pcpi_mul.rs1\[8\],30.32
clknet_leaf_215_clk,30.32
_04368_,30.3
_08150_,30.3
_12801_,30.28
_12927_,30.28
_10306_,30.275
_09475_,30.265
_06636_,30.26
_13582_,30.25
_01941_,30.24
_10199_,30.24
_09681_,30.23
_04835_,30.22
_06119_,30.22
_08947_,30.22
_11506_,30.22
_02208_,30.2
_03147_,30.2
_03268_,30.2
_10519_,30.2
_10818_,30.2
_11804_,30.2
_04861_,30.18
_06591_,30.18
_07010_,30.18
_06766_,30.16
_07205_,30.16
_09924_,30.16
_10061_,30.12
_13763_,30.12
_06221_,30.115
_14574_,30.105
_02676_,30.08
_09405_,30.08
_13346_,30.08
count_instr\[10\],30.08
_09141_,30.075
_04035_,30.06
_12559_,30.06
_02186_,30.04
_02897_,30.04
net352,30.04
_02635_,29.98
_10376_,29.98
_10614_,29.98
_13404_,29.97
_04911_,29.96
_08650_,29.96
_09161_,29.96
_12547_,29.96
_13156_,29.96
_09403_,29.94
_03358_,29.92
_12060_,29.9
_13248_,29.9
_04392_,29.88
_07555_,29.88
_10725_,29.88
_12532_,29.88
_12866_,29.88
_13470_,29.875
_11412_,29.86
_13512_,29.86
cpuregs\[7\]\[10\],29.86
_07281_,29.84
_12536_,29.84
_13289_,29.84
_03022_,29.82
_08965_,29.82
mem_state\[1\],29.82
_01853_,29.78
clknet_leaf_203_clk,29.78
_12760_,29.77
_02374_,29.76
_06964_,29.76
_01924_,29.74
_03212_,29.74
_04340_,29.74
_03276_,29.72
_09442_,29.72
_03977_,29.7
_11521_,29.7
_14488_,29.7
count_cycle\[1\],29.7
count_instr\[22\],29.7
_02950_,29.68
_09357_,29.68
_09307_,29.67
_02006_,29.66
_09967_,29.66
genblk1.pcpi_mul.rd\[47\],29.66
_04809_,29.64
_07550_,29.635
_10524_,29.62
_12479_,29.62
_13293_,29.62
_14267_,29.62
_12639_,29.61
_01329_,29.605
_11401_,29.6
count_instr\[16\],29.6
_08606_,29.58
_11869_,29.58
_10873_,29.56
_07963_,29.54
_09256_,29.54
_10031_,29.54
_13087_,29.54
_07789_,29.48
_09615_,29.48
_03365_,29.44
_10734_,29.44
_13419_,29.42
_06877_,29.4
_04795_,29.36
_09693_,29.36
count_instr\[57\],29.36
_07852_,29.34
_10772_,29.34
_13748_,29.34
_07802_,29.32
_07185_,29.3
_12878_,29.3
_02158_,29.28
_03105_,29.28
_05177_,29.28
_09574_,29.28
_10563_,29.28
_14332_,29.28
_02726_,29.26
cpuregs\[6\]\[6\],29.22
_06848_,29.2
_14340_,29.185
_04353_,29.18
_12503_,29.18
_03380_,29.16
_11692_,29.16
_10715_,29.14
_11116_,29.14
_13304_,29.12
_14015_,29.12
count_instr\[55\],29.12
_02790_,29.11
_04390_,29.08
_14305_,29.08
_08156_,29.06
_04023_,29.04
_10082_,29.04
_04551_,29.02
net438,29.02
_01799_,29.01
_02892_,28.98
_12028_,28.98
_04644_,28.96
_08349_,28.96
_12728_,28.96
_09015_,28.94
_09863_,28.94
_03210_,28.92
_10078_,28.9
_13810_,28.9
_02440_,28.86
_04370_,28.84
_01776_,28.83
_07237_,28.82
_08782_,28.82
_09669_,28.82
_03927_,28.8
_02014_,28.78
_10056_,28.78
_12485_,28.78
_13220_,28.78
_13242_,28.78
count_cycle\[26\],28.76
_06549_,28.74
_08285_,28.74
_12747_,28.74
_03807_,28.72
_12514_,28.72
_03775_,28.7
_04202_,28.7
_06865_,28.7
_12246_,28.7
_13183_,28.7
_04955_,28.68
_09734_,28.68
_03229_,28.66
_03403_,28.66
_04688_,28.66
count_cycle\[33\],28.66
_02397_,28.64
_11871_,28.64
_12174_,28.62
alu_out\[4\],28.62
_07187_,28.58
_11456_,28.56
cpuregs\[9\]\[0\],28.56
_04876_,28.545
_02900_,28.54
_10935_,28.54
_12865_,28.54
_13360_,28.54
_12134_,28.52
cpuregs\[18\]\[25\],28.52
instr_srl,28.52
_01279_,28.505
_04355_,28.5
_06517_,28.5
_03375_,28.48
_07805_,28.48
_09097_,28.48
_12248_,28.48
_03364_,28.46
_01723_,28.44
_04135_,28.42
_02164_,28.4
_13279_,28.4
_13349_,28.4
_13987_,28.4
_14119_,28.4
_10373_,28.38
_02413_,28.36
_06137_,28.36
_10030_,28.36
_14364_,28.36
_10512_,28.34
_13576_,28.34
_12208_,28.32
net225,28.3
_10906_,28.28
_10359_,28.27
_14349_,28.26
_03493_,28.22
_13400_,28.22
_00617_,28.205
_10488_,28.2
_13963_,28.2
latched_rd\[0\],28.2
_10133_,28.18
cpuregs\[8\]\[8\],28.18
_06482_,28.16
_12313_,28.16
cpuregs\[11\]\[8\],28.16
_04838_,28.1
_05221_,28.09
_01830_,28.06
_11862_,28.06
_12713_,28.06
_13734_,28.06
_13190_,28.04
_14539_,28.04
clknet_leaf_72_clk,28.04
_02788_,28.02
_04890_,28.02
_13277_,28.02
_02315_,28
_14511_,28
_14590_,27.985
_09596_,27.98
_12742_,27.98
_14308_,27.94
_05180_,27.92
_08408_,27.92
net399,27.91
_06650_,27.9
_09199_,27.9
_09277_,27.9
_03096_,27.88
_13004_,27.88
_13315_,27.86
_04687_,27.84
_11989_,27.84
_12498_,27.82
_13630_,27.82
cpuregs\[11\]\[22\],27.82
_09766_,27.8
_08315_,27.78
_02687_,27.76
_04445_,27.74
cpuregs\[12\]\[0\],27.72
_04206_,27.7
_12321_,27.7
_04579_,27.68
_09899_,27.68
_13366_,27.68
count_instr\[5\],27.68
cpuregs\[7\]\[9\],27.68
_02203_,27.66
_03585_,27.66
_12432_,27.66
_12453_,27.66
cpuregs\[19\]\[27\],27.66
_04528_,27.64
_10439_,27.64
_13952_,27.64
_01166_,27.625
_13036_,27.62
_12168_,27.6
_13095_,27.6
_12849_,27.58
_12897_,27.58
_03516_,27.57
_04230_,27.56
_10403_,27.56
_08229_,27.52
_09459_,27.44
_12472_,27.44
_12009_,27.42
_01690_,27.41
_04029_,27.4
_04677_,27.36
_08727_,27.36
_09577_,27.36
_10138_,27.36
_11291_,27.36
_11813_,27.36
_09317_,27.34
_09340_,27.32
_14356_,27.32
_04037_,27.315
_07481_,27.3
_08173_,27.3
_11578_,27.3
_12963_,27.3
_13241_,27.3
_13783_,27.3
count_cycle\[45\],27.28
_07128_,27.27
_03334_,27.24
_13575_,27.22
_09153_,27.2
_14165_,27.2
_06315_,27.18
irq_state\[0\],27.18
clknet_leaf_0_clk,27.18
_12990_,27.16
_14125_,27.16
_10821_,27.145
_12932_,27.14
_03893_,27.12
_05587_,27.12
_12766_,27.12
_13466_,27.12
_04310_,27.11
_04313_,27.1
_12385_,27.075
_02093_,27.04
_11357_,27.04
_10271_,27.02
_12568_,27.02
_13265_,27.02
_14338_,27
cpuregs\[2\]\[1\],27
_09982_,26.98
_11740_,26.98
_14282_,26.96
_13351_,26.94
count_instr\[32\],26.94
_08879_,26.92
_05197_,26.9
_06667_,26.9
_10234_,26.9
cpuregs\[4\]\[10\],26.9
_02476_,26.86
_03077_,26.86
_06136_,26.86
_08688_,26.86
_09233_,26.86
_14233_,26.86
_13161_,26.84
_02290_,26.82
_03018_,26.82
_11510_,26.82
_14151_,26.82
_11519_,26.8
_11805_,26.8
cpuregs\[15\]\[28\],26.8
_07424_,26.78
_09164_,26.78
_12554_,26.78
_13118_,26.78
cpuregs\[11\]\[24\],26.78
_12636_,26.74
instr_sh,26.74
_13871_,26.7
_01511_,26.66
_06068_,26.64
_06070_,26.64
_10401_,26.64
_10777_,26.64
_11114_,26.64
_11940_,26.64
count_instr\[41\],26.64
_02933_,26.6
_13383_,26.58
_09638_,26.56
_13477_,26.56
_09450_,26.54
_04868_,26.52
_12249_,26.52
irq_delay,26.52
_06156_,26.51
_08386_,26.5
_04283_,26.495
_03992_,26.48
_12949_,26.48
_08738_,26.46
_13727_,26.46
_14515_,26.46
cpuregs\[19\]\[0\],26.46
reg_pc\[26\],26.46
_02667_,26.44
_07547_,26.44
_10209_,26.44
_12156_,26.44
reg_pc\[29\],26.42
net265,26.42
_01969_,26.4
_04359_,26.4
_13269_,26.4
_01936_,26.38
_04189_,26.38
_02429_,26.36
_04783_,26.36
_07023_,26.36
_08205_,26.36
_14320_,26.33
_01874_,26.32
_03250_,26.32
_03295_,26.32
_06125_,26.32
_07152_,26.32
_09992_,26.32
_11440_,26.32
_01999_,26.3
_08296_,26.3
_13801_,26.3
_13533_,26.28
_04923_,26.265
_01917_,26.26
_03093_,26.26
_13192_,26.26
_02838_,26.24
_02515_,26.22
_02765_,26.22
_08502_,26.22
_09801_,26.22
_10770_,26.22
_11767_,26.22
genblk1.pcpi_mul.rd\[38\],26.22
_02582_,26.2
_03510_,26.2
_07950_,26.2
_09849_,26.2
_08712_,26.18
_12593_,26.18
_13393_,26.18
cpuregs\[3\]\[11\],26.18
_06317_,26.16
cpuregs\[12\]\[13\],26.14
_07016_,26.12
_02150_,26.1
_10726_,26.1
alu_shr\[31\],26.1
_05189_,26.08
_11130_,26.08
_11737_,26.07
_03226_,26.06
_06158_,26.06
_00715_,26.055
_12675_,26.04
_03698_,26.02
_06470_,26.02
_13423_,26.02
_13602_,26.02
clknet_leaf_78_clk,26.02
_10010_,26
_14314_,26
_01867_,25.98
_07772_,25.98
_12462_,25.98
_02419_,25.975
_01650_,25.96
_05163_,25.96
_09618_,25.96
_04866_,25.945
_03408_,25.94
_06695_,25.94
_03845_,25.93
_02653_,25.92
_03961_,25.92
_06258_,25.92
_11498_,25.92
_13785_,25.92
instr_blt,25.92
_02970_,25.9
_08488_,25.9
_13601_,25.9
_04287_,25.86
count_instr\[28\],25.86
alu_out\[24\],25.825
_04440_,25.82
_11320_,25.82
_13546_,25.82
_03809_,25.8
_11768_,25.8
_12915_,25.8
count_cycle\[25\],25.8
_13515_,25.78
_10553_,25.76
_10928_,25.76
_12748_,25.76
_11645_,25.755
_12119_,25.755
_08843_,25.74
_10694_,25.74
_02848_,25.72
_10066_,25.72
_12527_,25.72
_13644_,25.72
_07162_,25.7
_03182_,25.68
_11431_,25.68
_11007_,25.64
_14184_,25.62
alu_shl\[9\],25.62
_03390_,25.595
_03750_,25.56
_11875_,25.56
_13396_,25.56
_11438_,25.54
_12703_,25.52
_01692_,25.5
_09192_,25.5
_09918_,25.5
_04438_,25.48
_07808_,25.48
_12256_,25.48
_12388_,25.48
_06167_,25.46
_04403_,25.44
_01907_,25.42
_02658_,25.42
_04170_,25.42
cpuregs\[15\]\[7\],25.42
_09970_,25.4
_09463_,25.38
_09999_,25.38
_11845_,25.38
_13730_,25.38
alu_shl\[28\],25.38
_08663_,25.36
_04483_,25.34
cpuregs\[19\]\[2\],25.34
_03974_,25.32
_02391_,25.31
_03802_,25.3
_07664_,25.3
_10769_,25.3
_14242_,25.3
_01925_,25.28
_06146_,25.28
_02771_,25.24
_11256_,25.24
_12438_,25.23
_01989_,25.22
_02593_,25.22
_03930_,25.22
_04886_,25.22
_13527_,25.215
_08641_,25.21
_11415_,25.2
_14186_,25.2
_02738_,25.18
_07007_,25.18
_08957_,25.18
_12430_,25.18
_13539_,25.18
_11935_,25.16
_03638_,25.14
_12647_,25.14
_14219_,25.14
_10874_,25.1
mem_state\[0\],25.1
_04050_,25.08
_11511_,25.08
cpuregs\[1\]\[25\],25.08
_10179_,25.06
_13653_,25.06
_07076_,25.04
_09421_,25.04
_09479_,25.04
_12619_,25.04
_09563_,25.03
_02529_,25.02
_11330_,25.02
_03437_,25
_04240_,25
_08370_,25
_10012_,25
_02100_,24.98
_06166_,24.98
_12128_,24.98
_14415_,24.98
count_instr\[20\],24.98
_12185_,24.95
_06778_,24.94
_10007_,24.92
_10637_,24.92
_02538_,24.9
_13049_,24.9
_02989_,24.88
_04954_,24.88
_13767_,24.88
_03195_,24.86
_11019_,24.86
_11631_,24.86
_09384_,24.84
_09800_,24.84
_11859_,24.84
_04985_,24.82
_04278_,24.815
_02094_,24.8
_07660_,24.8
_09515_,24.78
_12768_,24.78
_07167_,24.73
_07815_,24.72
_09973_,24.72
_10481_,24.68
_12845_,24.68
_14433_,24.68
_06519_,24.66
_07294_,24.66
_10541_,24.655
_02016_,24.64
_13166_,24.62
_13580_,24.62
_04251_,24.6
_09300_,24.58
_12722_,24.56
_12053_,24.55
_13345_,24.55
_07811_,24.54
_09759_,24.52
_14153_,24.52
_04917_,24.505
_08464_,24.5
_09269_,24.5
_10371_,24.5
_02758_,24.495
_10140_,24.48
_01812_,24.46
_05543_,24.46
_10544_,24.46
_01963_,24.44
_13145_,24.44
_14440_,24.44
_04811_,24.42
_04819_,24.42
_14049_,24.42
_12448_,24.41
_06783_,24.38
_12530_,24.38
_04540_,24.36
_01356_,24.345
_02834_,24.34
_04379_,24.34
_10236_,24.34
_10804_,24.34
_13424_,24.34
_01959_,24.33
cpuregs\[12\]\[27\],24.32
_00048_,24.305
_04931_,24.3
_07447_,24.3
_09530_,24.3
_02199_,24.28
_08501_,24.28
_10566_,24.28
_04498_,24.26
_06617_,24.26
_07263_,24.26
_09185_,24.26
_09448_,24.26
_13110_,24.26
_13776_,24.26
_14307_,24.26
_04859_,24.24
_06821_,24.24
_11719_,24.24
cpuregs\[2\]\[0\],24.24
_11552_,24.22
_01766_,24.2
_10755_,24.2
_11310_,24.2
_06401_,24.16
_10932_,24.16
_01875_,24.14
_09175_,24.14
_12570_,24.14
_04150_,24.12
alu_shl\[29\],24.12
cpuregs\[17\]\[16\],24.11
_11439_,24.1
_12403_,24.1
_13119_,24.1
count_instr\[8\],24.08
_10659_,24.065
_02155_,24.06
_10658_,24.05
_00629_,24.04
_10571_,24.04
mem_la_wdata[11],24.03
_00613_,24.025
_06754_,24.02
_02213_,24
_03808_,24
_13163_,24
genblk1.pcpi_mul.rd\[43\],24
_06392_,23.98
_09779_,23.98
_09103_,23.96
_09476_,23.96
_13519_,23.96
count_cycle\[2\],23.96
_08389_,23.92
_10913_,23.92
_11424_,23.92
_02766_,23.9
_09938_,23.9
_12200_,23.9
genblk1.pcpi_mul.rd\[45\],23.9
_04336_,23.88
_07763_,23.88
_04172_,23.86
_12837_,23.86
_10479_,23.84
_11441_,23.84
_12609_,23.84
_14429_,23.84
count_instr\[29\],23.84
genblk1.pcpi_mul.rs2\[22\],23.84
_07224_,23.83
_08498_,23.82
_02588_,23.81
_05739_,23.8
_09262_,23.8
_12065_,23.8
_12902_,23.8
_13136_,23.8
_02915_,23.76
_10714_,23.76
_11794_,23.76
_12463_,23.76
instr_bltu,23.76
count_cycle\[53\],23.74
_04760_,23.72
_11244_,23.72
_11995_,23.7
_12799_,23.69
_01835_,23.66
_05083_,23.66
_06741_,23.66
_14302_,23.66
count_instr\[33\],23.66
cpuregs\[11\]\[20\],23.66
_04005_,23.64
_08772_,23.64
_14431_,23.64
_14450_,23.64
_01698_,23.62
_08961_,23.62
_10478_,23.6
_11060_,23.6
_08596_,23.58
_12446_,23.58
_09252_,23.56
_13052_,23.56
_02698_,23.54
_03645_,23.54
_03958_,23.54
_04898_,23.54
_02702_,23.52
_13479_,23.52
_14411_,23.46
genblk1.pcpi_mul.rs2\[30\],23.46
_14506_,23.44
instr_beq,23.44
_02734_,23.42
_03269_,23.42
_09811_,23.42
_13146_,23.42
_14010_,23.42
_14496_,23.42
cpuregs\[8\]\[12\],23.42
_03757_,23.38
